code,market_symbol,name,rank,rank_change,his_rank_change,his_rank_change_rank,calc_time,market_all_count,rank_status,collected_at,industry_boards,primary_industry,exchange_industry,concept_boards,primary_concept,concept_count,is_tech,board_l1,board_l2,board_l3,board_path,all_tech_l2,all_tech_l3,tech_source_boards,classification_reason,classified_at,close,ret_1d,ret_5d,ret_20d,ma20_bias,volume_ratio_20,volatility_20,qlib_mom_5_rank,qlib_mom_20_rank,qlib_ma20_bias_rank,qlib_volume_rank,qlib_volatility_rank,qlib_factor_score,lumen_score,lumen_rating,lumen_signal_count,sector_ret_5d,sector_ret_20d,sector_trend_score,popularity_score,lumen_score_norm,combined_score,top_signals
301230,SZ301230,泓博医药,258,0.0,1693.0,212.0,2026-07-10 20:58:00,5530.0,ok,2026-07-11T18:23:44,研究和试验发展,研究和试验发展,M 科研服务,,,0,True,科技,软件AI与信创,AI应用,科技>软件AI与信创>AI应用,软件AI与信创,AI应用,多模态AI,ths,2026-07-11T18:23:53,40.16,0.1312676056338027,0.0014962593516207878,0.23569230769230765,0.09896424808789517,1.9265319745192637,0.055659099224976756,50.66666666666667,72.66666666666667,76.66666666666667,84.0,45.33333333333333,67.2,,no_data,0,0.021061808119034353,0.1053364865753641,58.5,95.35262206148282,50.0,72.14,Eastmoney:hot_rank_score(95.4) | qlib:qlib_factor_score(67.2) | qlib:volume_ratio_20d(34.0) | qlib:momentum_20d(22.7) | Eastmoney:rank_change(0.0)
002815,SZ002815,崇达技术,93,-1.0,-48.0,2697.0,2026-07-10 20:58:00,5530.0,ok,2026-07-11T18:23:44,计算机、通信和其他电子设备制造业,计算机、通信和其他电子设备制造业,C 制造业,,,0,True,科技,AI终端与消费电子,AI终端,科技>AI终端与消费电子>AI终端,AI终端与消费电子;电子制造与通信设备,AI终端;其他电子通信,AI PC;华为手机;industry_fallback,ths,2026-07-11T18:23:53,18.08,0.05422740524781333,0.2158708809683927,0.01974055273547637,0.03821528036980659,2.1415473904433435,0.05999667510016025,96.0,30.666666666666664,63.33333333333333,92.66666666666666,29.333333333333332,66.03,,no_data,0,-0.067229788702729,0.2412597783215642,53.0,98.33634719710669,50.0,72.12,Eastmoney:hot_rank_score(98.3) | qlib:qlib_factor_score(66.0) | qlib:volume_ratio_20d(42.7) | Eastmoney:rank_change(-1.0) | qlib:momentum_20d(-19.3)
002558,SZ002558,巨人网络,150,0.0,137.0,1911.0,2026-07-10 20:58:00,5530.0,ok,2026-07-11T18:23:44,互联网和相关服务,互联网和相关服务,I 信息技术,业绩预降;华为鸿蒙;成渝特区;重组概念;鸿蒙概念,业绩预降,5,True,科技,软件AI与信创,软件信息服务,科技>软件AI与信创>软件信息服务,软件AI与信创,软件信息服务,industry_fallback,industry_fallback,2026-07-11T18:23:53,29.56,0.043785310734463234,0.08876611418047875,0.24989429175475686,0.11232361241768585,1.4941080627692482,0.03530656983497564,82.0,74.0,80.66666666666666,65.33333333333333,89.33333333333333,77.2,,no_data,0,-0.007837376160703902,-0.07937267502923695,27.500000000000004,97.30560578661844,50.0,71.79,Eastmoney:hot_rank_score(97.3) | qlib:qlib_factor_score(77.2) | qlib:momentum_20d(24.0) | qlib:volume_ratio_20d(15.3) | Eastmoney:rank_change(0.0)
600410,SH600410,华胜天成,23,0.0,489.0,1146.0,2026-07-10 20:58:00,5530.0,ok,2026-07-11T18:23:44,软件和信息技术服务业,软件和信息技术服务业,,国产软件;股权激励,国产软件,2,True,科技,软件AI与信创,信创与数据要素,科技>软件AI与信创>信创与数据要素,软件AI与信创,信创与数据要素;软件信息服务,华为鲲鹏;industry_fallback,ths,2026-07-11T18:23:53,16.56,0.10033222591362123,0.06907682375726276,-0.038885664538595544,-0.0009953850330289837,1.632030470249778,0.041957865054029916,77.33333333333333,22.666666666666664,45.33333333333333,72.0,82.66666666666667,54.0,,no_data,0,0.04108887114031945,0.13422623107201304,70.75,99.60216998191682,50.0,71.26,Eastmoney:hot_rank_score(99.6) | qlib:qlib_factor_score(54.0) | qlib:volume_ratio_20d(22.0) | Eastmoney:rank_change(0.0) | qlib:momentum_20d(-27.3)
301232,SZ301232,飞沃科技,497,1.0,358.0,1374.0,2026-07-10 20:58:00,5530.0,ok,2026-07-11T18:23:44,通用设备制造业,通用设备制造业,C 制造业,,,0,True,科技,机器人与智能汽车,机器人,科技>机器人与智能汽车>机器人,机器人与智能汽车,机器人,机器人概念,ths,2026-07-11T18:23:53,179.2,0.06318599822011262,-0.015384615384615441,0.534115229860457,0.18673138944259393,1.5896880737444785,0.04673521552089561,48.0,93.33333333333333,92.0,69.33333333333334,72.66666666666667,74.83,,no_data,0,-0.080076729513745,0.2402393126058724,45.75,91.03074141048825,50.0,71.26,Eastmoney:hot_rank_score(91.0) | qlib:qlib_factor_score(74.8) | qlib:momentum_20d(43.3) | qlib:volume_ratio_20d(19.3) | Eastmoney:rank_change(1.0)
603986,SH603986,兆易创新,2,0.0,0.0,2430.0,2026-07-10 21:02:00,5530.0,ok,2026-07-11T18:23:44,计算机、通信和其他电子设备制造业,计算机、通信和其他电子设备制造业,,无线耳机,无线耳机,1,True,科技,半导体与先进封装,芯片/半导体,科技>半导体与先进封装>芯片/半导体,半导体与先进封装;机器人与智能汽车;电子制造与通信设备,芯片/半导体;机器人;智能汽车;其他电子通信,MCU芯片;存储芯片;人形机器人;汽车电子;汽车芯片;industry_fallback,ths,2026-07-11T18:23:53,612.0,-0.07760478680914562,-0.0970388184782448,0.2657704239917269,-0.07836877296548395,1.6184199320759445,0.0708596525363503,18.666666666666668,75.33333333333333,21.333333333333336,71.33333333333334,12.0,43.77,,no_data,0,0.0245676988397181,0.33183705531434304,93.25,99.98191681735985,50.0,71.25,Eastmoney:hot_rank_score(100.0) | qlib:qlib_factor_score(43.8) | qlib:momentum_20d(25.3) | qlib:volume_ratio_20d(21.3) | Eastmoney:rank_change(0.0)
002536,SZ002536,飞龙股份,334,0.0,-93.0,2922.0,2026-07-10 20:58:00,5530.0,ok,2026-07-11T18:23:44,汽车制造业,汽车制造业,C 制造业,,,0,True,科技,机器人与智能汽车,智能汽车,科技>机器人与智能汽车>智能汽车,机器人与智能汽车,智能汽车,小米汽车,ths,2026-07-11T18:23:53,52.84,0.002846840007591611,0.016936104695919996,0.3147549141577508,0.09926459115637076,1.1843554718345402,0.05593472101788963,56.00000000000001,80.66666666666666,77.33333333333333,44.666666666666664,43.333333333333336,65.33,,no_data,0,-0.02529154192660943,0.15592534471617414,55.5,93.97830018083184,50.0,70.71,Eastmoney:hot_rank_score(94.0) | qlib:qlib_factor_score(65.3) | qlib:momentum_20d(30.7) | Eastmoney:rank_change(0.0) | qlib:volume_ratio_20d(-5.3)
002241,SZ002241,歌尔股份,68,0.0,169.0,1818.0,2026-07-10 20:58:00,5530.0,ok,2026-07-11T18:23:44,计算机、通信和其他电子设备制造业,计算机、通信和其他电子设备制造业,C 制造业,业绩预升;保险重仓;华为概念;基金重仓;无线耳机;智能穿戴;社保重仓;绿色照明;股权激励;苹果概念;融资融券,业绩预升,11,True,科技,电子制造与通信设备,其他电子通信,科技>电子制造与通信设备>其他电子通信,电子制造与通信设备,其他电子通信,industry_fallback,industry_fallback,2026-07-11T18:23:53,22.57,0.05615348619560123,0.02358276643990931,-0.00660211267605626,0.00028807587475365715,2.3656253914677157,0.03226644523091814,58.666666666666664,26.666666666666668,46.666666666666664,96.0,92.0,53.93,,no_data,0,0.019882560202737487,0.1584340178480348,67.25,98.78842676311031,50.0,70.5,Eastmoney:hot_rank_score(98.8) | qlib:qlib_factor_score(53.9) | qlib:volume_ratio_20d(46.0) | Eastmoney:rank_change(0.0) | qlib:momentum_20d(-23.3)
002409,SZ002409,雅克科技,67,0.0,-54.0,2725.0,2026-07-10 20:58:00,5530.0,ok,2026-07-11T18:23:44,化学原料和化学制品制造业;金属制品、机械和设备修理业,化学原料和化学制品制造业,C 制造业,聚氨酯,聚氨酯,1,True,科技,半导体与先进封装,半导体设备材料,科技>半导体与先进封装>半导体设备材料,半导体与先进封装,半导体设备材料,光刻胶,ths,2026-07-11T18:23:53,207.17,-0.008755980861244073,0.038446115288220506,0.536755433573177,0.1410207335644713,1.1472868282592648,0.06111806258241405,67.33333333333333,94.0,84.66666666666667,40.0,26.0,72.63,,no_data,0,-0.0608317393354314,-0.00669294776579199,22.25,98.80650994575045,50.0,70.26,Eastmoney:hot_rank_score(98.8) | qlib:qlib_factor_score(72.6) | qlib:momentum_20d(44.0) | Eastmoney:rank_change(0.0) | qlib:volume_ratio_20d(-10.0)
002747,SZ002747,埃斯顿,27,0.0,0.0,2426.0,2026-07-10 20:58:00,5530.0,ok,2026-07-11T18:23:44,仪器仪表制造业,仪器仪表制造业,C 制造业,专精特新;国防军工,专精特新,2,True,科技,机器人与智能汽车,机器人,科技>机器人与智能汽车>机器人,机器人与智能汽车,机器人,人形机器人;机器人概念,ths,2026-07-11T18:23:53,42.78,0.030098723814110384,-0.0444494080857718,0.28275862068965507,0.10418521816562798,1.3212696732075495,0.058107939941441776,38.666666666666664,77.33333333333333,78.0,57.99999999999999,36.0,60.9,,no_data,0,-0.080076729513745,0.2402393126058724,45.75,99.52983725135624,50.0,70.05,Eastmoney:hot_rank_score(99.5) | qlib:qlib_factor_score(60.9) | qlib:momentum_20d(27.3) | qlib:volume_ratio_20d(8.0) | Eastmoney:rank_change(0.0)
301005,SZ301005,超捷股份,102,0.0,644.0,945.0,2026-07-10 20:58:00,5530.0,ok,2026-07-11T18:23:44,汽车制造业,汽车制造业,C 制造业,恒大概念,恒大概念,1,True,科技,机器人与智能汽车,机器人,科技>机器人与智能汽车>机器人,机器人与智能汽车,机器人;智能汽车,人形机器人;机器人概念;华为汽车;小米汽车,ths,2026-07-11T18:23:53,114.88,0.11642371234207949,-0.03169251517194882,0.14880000000000004,0.0976075823587863,2.134145264396314,0.06507769107169444,42.0,60.66666666666667,76.0,91.33333333333333,18.666666666666668,60.63,,no_data,0,-0.080076729513745,0.2402393126058724,45.75,98.17359855334539,50.0,69.5,Eastmoney:hot_rank_score(98.2) | qlib:qlib_factor_score(60.6) | qlib:volume_ratio_20d(41.3) | qlib:momentum_20d(10.7) | Eastmoney:rank_change(0.0)
300058,SZ300058,蓝色光标,35,0.0,159.0,1848.0,2026-07-10 20:58:00,5530.0,ok,2026-07-11T18:23:44,商务服务业,商务服务业,L 商务服务,股权激励,股权激励,1,True,科技,软件AI与信创,AI应用,科技>软件AI与信创>AI应用,软件AI与信创,AI应用,智谱AI,ths,2026-07-11T18:23:53,13.81,0.06805877803557614,0.04621212121212137,-0.04097222222222219,-0.013536197721347287,1.9181371952874289,0.04160131897227872,72.0,21.333333333333336,44.0,83.33333333333334,83.33333333333334,53.47,,no_data,0,0.021061808119034353,0.1053364865753641,58.5,99.38517179023508,50.0,69.43,Eastmoney:hot_rank_score(99.4) | qlib:qlib_factor_score(53.5) | qlib:volume_ratio_20d(33.3) | Eastmoney:rank_change(0.0) | qlib:momentum_20d(-28.7)
002354,SZ002354,天娱数科,20,0.0,113.0,1972.0,2026-07-10 20:58:00,5530.0,ok,2026-07-11T18:23:44,互联网和相关服务;家具制造业,互联网和相关服务,I 信息技术,网络游戏,网络游戏,1,True,科技,AI算力与数据中心,算力基础设施,科技>AI算力与数据中心>算力基础设施,AI算力与数据中心;半导体与先进封装;软件AI与信创;机器人与智能汽车,算力基础设施;芯片/半导体;AI应用;信创与数据要素;机器人;软件信息服务,算力租赁;东数西算(算力);芯片概念;AI语料;多模态AI;AI视频;AI应用;人工智能;AI智能体;信创;机器人概念;数据要素;人形机器人;industry_fallback,ths,2026-07-11T18:23:53,8.54,0.05693069306930676,-0.08858057630736393,0.070175438596491,0.012268120666153015,1.2485497406646116,0.07166166532656232,24.666666666666668,42.0,50.66666666666667,51.33333333333333,8.666666666666668,38.27,,no_data,0,0.1402494923371247,0.2709516734154167,92.25,99.65641952983725,50.0,69.35,Eastmoney:hot_rank_score(99.7) | qlib:qlib_factor_score(38.3) | qlib:volume_ratio_20d(1.3) | Eastmoney:rank_change(0.0) | qlib:momentum_20d(-8.0)
601360,SH601360,三六零,210,2.0,329.0,1437.0,2026-07-10 20:58:00,5530.0,ok,2026-07-11T18:23:44,互联网和相关服务,互联网和相关服务,,,,0,True,科技,软件AI与信创,AI应用,科技>软件AI与信创>AI应用,软件AI与信创,AI应用;信创与数据要素;软件信息服务,AI语料;多模态AI;AI视频;智谱AI;网络安全;industry_fallback,ths,2026-07-11T18:23:53,9.06,0.024886877828054432,0.04018369690011481,0.006666666666666821,0.014955469668963106,1.7991529856511923,0.02439721383480085,68.0,30.0,52.0,81.33333333333333,98.0,56.9,,no_data,0,0.021061808119034353,0.1053364865753641,58.5,96.22061482820976,50.0,69.35,Eastmoney:hot_rank_score(96.2) | qlib:qlib_factor_score(56.9) | qlib:volume_ratio_20d(31.3) | Eastmoney:rank_change(2.0) | qlib:momentum_20d(-20.0)
300102,SZ300102,乾照光电,50,0.0,664.0,911.0,2026-07-10 20:58:00,5530.0,ok,2026-07-11T18:23:44,计算机、通信和其他电子设备制造业,计算机、通信和其他电子设备制造业,C 制造业,光伏;光伏概念;卫星导航;海峡西岸;绿色照明,光伏,5,True,科技,电子制造与通信设备,其他电子通信,科技>电子制造与通信设备>其他电子通信,电子制造与通信设备,其他电子通信,industry_fallback,industry_fallback,2026-07-11T18:23:53,24.13,0.12180381218038105,-0.05483744614179409,0.06911829862649532,0.021289203030431247,2.3200893529751307,0.0590471406217022,34.66666666666667,41.333333333333336,53.333333333333336,95.33333333333334,32.666666666666664,49.4,,no_data,0,0.019882560202737487,0.1584340178480348,67.25,99.1139240506329,50.0,69.25,Eastmoney:hot_rank_score(99.1) | qlib:qlib_factor_score(49.4) | qlib:volume_ratio_20d(45.3) | Eastmoney:rank_change(0.0) | qlib:momentum_20d(-8.7)
002364,SZ002364,中恒电气,125,0.0,-56.0,2734.0,2026-07-10 20:58:00,5530.0,ok,2026-07-11T18:23:44,电气机械和器材制造业,电气机械和器材制造业,C 制造业,5G概念;充电桩;恒大概念;核电核能;股权激励;高压快充,5G概念,6,False,电气机械和器材制造业,,,电气机械和器材制造业,,,,non_tech_primary_industry,2026-07-11T18:23:53,56.05,0.029952223447262005,0.05954631379962194,0.146685761047463,0.06435502554072259,1.7883465034518384,0.0499850073324047,74.66666666666667,57.333333333333336,66.66666666666666,80.66666666666666,64.0,68.23,,no_data,0,-0.03643629871431797,-0.013670572097241207,26.25,97.75768535262206,50.0,69.1,Eastmoney:hot_rank_score(97.8) | qlib:qlib_factor_score(68.2) | qlib:volume_ratio_20d(30.7) | qlib:momentum_20d(7.3) | Eastmoney:rank_change(0.0)
002281,SZ002281,光迅科技,60,0.0,-45.0,2677.0,2026-07-10 20:58:00,5530.0,ok,2026-07-11T18:23:44,计算机、通信和其他电子设备制造业,计算机、通信和其他电子设备制造业,C 制造业,5G概念;华为概念;宽带提速;武汉规划;股权激励,5G概念,5,True,科技,光通信与高速互联,光模块/CPO,科技>光通信与高速互联>光模块/CPO,光通信与高速互联;AI算力与数据中心;半导体与先进封装;AI终端与消费电子;电子制造与通信设备,光模块/CPO;液冷温控;算力基础设施;芯片/半导体;消费电子;其他电子通信,共封装光学(CPO);光纤概念;液冷服务器;数据中心(AIDC);东数西算(算力);芯片概念;华为概念;industry_fallback,ths,2026-07-11T18:23:53,233.45,-0.02113296154975064,0.07417291676252691,0.1365628042843232,-0.02118836830486759,1.2002745562810422,0.060115434890665266,78.66666666666666,55.333333333333336,38.666666666666664,46.666666666666664,28.666666666666668,56.37,,no_data,0,0.013540320649512605,0.08498111618704529,48.5,98.93309222423147,50.0,68.84,Eastmoney:hot_rank_score(98.9) | qlib:qlib_factor_score(56.4) | qlib:momentum_20d(5.3) | Eastmoney:rank_change(0.0) | qlib:volume_ratio_20d(-3.3)
002025,SZ002025,航天电器,212,-1.0,185.0,1770.0,2026-07-10 20:58:00,5530.0,ok,2026-07-11T18:23:44,计算机、通信和其他电子设备制造业,计算机、通信和其他电子设备制造业,C 制造业,军工航天;卫星导航;国防军工,军工航天,3,True,科技,光通信与高速互联,铜缆高速连接,科技>光通信与高速互联>铜缆高速连接,光通信与高速互联;电子制造与通信设备,铜缆高速连接;其他电子通信,铜缆高速连接;industry_fallback,ths,2026-07-11T18:23:53,79.29,-0.05336676217765046,-0.052688172043010684,0.2002724795640327,0.07178339945525458,1.6437135453849703,0.050456487482971324,35.333333333333336,70.66666666666667,68.66666666666667,72.66666666666667,62.0,59.53,,no_data,0,-0.030512011677835793,0.13132519705344103,47.75,96.18444846292947,50.0,68.73,Eastmoney:hot_rank_score(96.2) | qlib:qlib_factor_score(59.5) | qlib:volume_ratio_20d(22.7) | qlib:momentum_20d(20.7) | Eastmoney:rank_change(-1.0)
002837,SZ002837,英维克,239,0.0,-80.0,2856.0,2026-07-10 20:58:00,5530.0,ok,2026-07-11T18:23:44,,C 制造业,C 制造业,,,0,True,科技,AI算力与数据中心,液冷温控,科技>AI算力与数据中心>液冷温控,AI算力与数据中心,液冷温控,人工锚点:英维克,manual,2026-07-11T18:23:53,73.54,-0.03071042572821925,0.029539409211815748,0.09532320524277638,-0.02640515261238241,1.02125374610741,0.04260703485768839,64.0,46.666666666666664,36.666666666666664,27.333333333333332,81.33333333333333,48.7,,no_data,0,-0.006113475127371593,0.26442732659931134,73.75,95.69620253164557,50.0,68.69,Eastmoney:hot_rank_score(95.7) | qlib:qlib_factor_score(48.7) | Eastmoney:rank_change(0.0) | qlib:momentum_20d(-3.3) | qlib:volume_ratio_20d(-22.7)
600353,SH600353,旭光电子,117,-1.0,-46.0,2686.0,2026-07-10 20:58:00,5530.0,ok,2026-07-11T18:23:44,计算机、通信和其他电子设备制造业,计算机、通信和其他电子设备制造业,,军工航天;军民融合;国防军工;成渝特区,军工航天,4,True,科技,半导体与先进封装,先进封装,科技>半导体与先进封装>先进封装,半导体与先进封装;AI算力与数据中心;软件AI与信创;机器人与智能汽车;电子制造与通信设备,先进封装;算力基础设施;半导体设备材料;芯片/半导体;信创与数据要素;机器人;智能汽车;其他电子通信,先进封装;东数西算(算力);光刻机;第三代半导体;信创;人形机器人;无人驾驶;industry_fallback,ths,2026-07-11T18:23:53,42.2,0.03228962818003911,-0.052324275769144335,0.4094856379425518,-0.0004026813842763488,1.271030266787785,0.07572547504783732,36.0,85.33333333333334,46.0,54.666666666666664,5.333333333333334,54.07,,no_data,0,-0.04471248386984017,0.23879025143643617,54.25,97.90235081374323,50.0,68.54,Eastmoney:hot_rank_score(97.9) | qlib:qlib_factor_score(54.1) | qlib:momentum_20d(35.3) | qlib:volume_ratio_20d(4.7) | Eastmoney:rank_change(-1.0)
300442,SZ300442,润泽科技,322,-1.0,106.0,1997.0,2026-07-10 20:58:00,5530.0,ok,2026-07-11T18:23:44,软件和信息技术服务业,软件和信息技术服务业,I 信息技术,,,0,True,科技,AI算力与数据中心,液冷温控,科技>AI算力与数据中心>液冷温控,AI算力与数据中心;软件AI与信创,液冷温控;算力基础设施;软件信息服务,液冷服务器;算力租赁;industry_fallback,ths,2026-07-11T18:23:53,82.25,0.027097902097902082,-0.03439774594975353,0.11449864498645002,0.007687831174002513,1.2165943191720694,0.044448338284925455,41.333333333333336,52.0,48.66666666666667,48.0,76.66666666666667,48.77,,no_data,0,-0.006113475127371593,0.26442732659931134,73.75,94.19529837251356,50.0,68.19,Eastmoney:hot_rank_score(94.2) | qlib:qlib_factor_score(48.8) | qlib:momentum_20d(2.0) | Eastmoney:rank_change(-1.0) | qlib:volume_ratio_20d(-2.0)
603629,SH603629,利通电子,182,0.0,-48.0,2698.0,2026-07-10 21:02:00,5530.0,ok,2026-07-11T18:23:44,金属制品业,金属制品业,,,,0,True,科技,AI算力与数据中心,液冷温控,科技>AI算力与数据中心>液冷温控,AI算力与数据中心;AI终端与消费电子,液冷温控;算力基础设施;消费电子,液冷服务器;英伟达概念;算力租赁;东数西算(算力);消费电子概念;华为概念,ths,2026-07-11T18:23:53,116.6,-0.05472233481961897,-0.019508913555331353,0.1726843005129235,-0.07979938679598941,1.1361716934182562,0.07095997717238486,46.666666666666664,67.33333333333333,20.666666666666668,38.666666666666664,10.666666666666668,44.67,,no_data,0,-0.006113475127371593,0.26442732659931134,73.75,96.72694394213381,50.0,67.84,Eastmoney:hot_rank_score(96.7) | qlib:qlib_factor_score(44.7) | qlib:momentum_20d(17.3) | Eastmoney:rank_change(0.0) | qlib:volume_ratio_20d(-11.3)
600667,SH600667,太极实业,10,0.0,-5.0,2461.0,2026-07-10 20:58:00,5530.0,ok,2026-07-11T18:23:44,土木工程建筑业,土木工程建筑业,,业绩预降;融资融券;重组概念,业绩预降,3,True,科技,半导体与先进封装,先进封装,科技>半导体与先进封装>先进封装,半导体与先进封装,先进封装;芯片/半导体,先进封装;存储芯片;芯片概念,ths,2026-07-11T18:23:53,25.26,-0.03844689760182707,-0.1568758344459279,0.44590726960503746,0.03505501034645264,1.201858566452698,0.07421722309912047,8.666666666666668,88.66666666666667,62.0,47.333333333333336,6.666666666666667,49.03,,no_data,0,-0.04471248386984017,0.23879025143643617,54.25,99.8372513562387,50.0,67.7,Eastmoney:hot_rank_score(99.8) | qlib:qlib_factor_score(49.0) | qlib:momentum_20d(38.7) | Eastmoney:rank_change(0.0) | qlib:volume_ratio_20d(-2.7)
688256,SH688256,寒武纪,100,0.0,-26.0,2579.0,2026-07-10 21:02:00,5530.0,ok,2026-07-11T18:23:44,软件和信息技术服务业,软件和信息技术服务业,,,,0,True,科技,半导体与先进封装,先进封装,科技>半导体与先进封装>先进封装,半导体与先进封装;AI算力与数据中心;软件AI与信创;机器人与智能汽车,先进封装;算力基础设施;芯片/半导体;AI应用;智能汽车;软件信息服务,先进封装;数据中心(AIDC);东数西算(算力);芯片概念;人工智能;汽车芯片;industry_fallback,ths,2026-07-11T18:23:53,1400.0,-0.08795382440505273,0.0347376201034737,0.14801148011480114,-0.013724377527991605,0.9455458491271767,0.05768700159964794,65.33333333333333,58.666666666666664,43.333333333333336,20.0,37.333333333333336,50.73,,no_data,0,-0.04471248386984017,0.23879025143643617,54.25,98.20976491862568,50.0,67.64,Eastmoney:hot_rank_score(98.2) | qlib:qlib_factor_score(50.7) | qlib:momentum_20d(8.7) | Eastmoney:rank_change(0.0) | qlib:volume_ratio_20d(-30.0)
301269,SZ301269,华大九天,367,-1.0,-180.0,3318.0,2026-07-10 20:58:00,5530.0,ok,2026-07-11T18:23:44,软件和信息技术服务业,软件和信息技术服务业,I 信息技术,专精特新,专精特新,1,True,科技,软件AI与信创,软件信息服务,科技>软件AI与信创>软件信息服务,软件AI与信创,软件信息服务,industry_fallback,industry_fallback,2026-07-11T18:23:53,112.4,-0.08921481241390483,0.09370438844020645,0.16537065837221365,0.025322921987886104,1.360846163455618,0.05515650319374959,84.0,66.0,56.666666666666664,60.66666666666667,46.666666666666664,67.77,,no_data,0,-0.007837376160703902,-0.07937267502923695,27.500000000000004,93.38155515370705,50.0,67.59,Eastmoney:hot_rank_score(93.4) | qlib:qlib_factor_score(67.8) | qlib:momentum_20d(16.0) | qlib:volume_ratio_20d(10.7) | Eastmoney:rank_change(-1.0)
301092,SZ301092,争光股份,195,0.0,533.0,1096.0,2026-07-10 20:58:00,5530.0,ok,2026-07-11T18:23:44,化学原料和化学制品制造业,化学原料和化学制品制造业,C 制造业,锂矿,锂矿,1,False,化学原料和化学制品制造业,,,化学原料和化学制品制造业,,,,non_tech_primary_industry,2026-07-11T18:23:53,55.0,0.1578947368421053,0.016260162601626105,0.15449202350965563,0.10704077935670853,2.02876238931562,0.08701287073743037,54.666666666666664,62.0,79.33333333333333,85.33333333333334,2.0,63.77,,no_data,0,-0.04906104444720405,0.05553202479626451,27.25,96.49186256781194,50.0,67.45,Eastmoney:hot_rank_score(96.5) | qlib:qlib_factor_score(63.8) | qlib:volume_ratio_20d(35.3) | qlib:momentum_20d(12.0) | Eastmoney:rank_change(0.0)
300253,SZ300253,卫宁健康,775,0.0,915.0,639.0,2026-07-10 20:58:00,5530.0,ok,2026-07-11T18:23:44,软件和信息技术服务业,软件和信息技术服务业,I 信息技术,业绩预升;国产软件;股权激励,业绩预升,3,True,科技,软件AI与信创,信创与数据要素,科技>软件AI与信创>信创与数据要素,软件AI与信创,信创与数据要素;软件信息服务,华为鲲鹏;industry_fallback,ths,2026-07-11T18:23:53,7.13,0.05317577548005903,0.02886002886002892,0.025899280575539585,0.024940702939696635,1.742261016732132,0.028658011886929315,63.33333333333333,33.33333333333333,56.00000000000001,78.66666666666666,94.66666666666667,56.73,,no_data,0,0.04108887114031945,0.13422623107201304,70.75,86.00361663652802,50.0,67.32,Eastmoney:hot_rank_score(86.0) | qlib:qlib_factor_score(56.7) | qlib:volume_ratio_20d(28.7) | Eastmoney:rank_change(0.0) | qlib:momentum_20d(-16.7)
000725,SZ000725,京东方Ａ,4,0.0,0.0,2423.0,2026-07-10 20:58:00,5530.0,ok,2026-07-11T18:23:44,计算机、通信和其他电子设备制造业,计算机、通信和其他电子设备制造业,C 制造业,含B股;融资融券,含B股,2,True,科技,AI终端与消费电子,AI终端,科技>AI终端与消费电子>AI终端,AI终端与消费电子;电子制造与通信设备,AI终端;其他电子通信,AI PC;industry_fallback,ths,2026-07-11T18:23:53,7.59,-0.06871165644171784,-0.09427207637231516,0.31314878892733566,0.023531791517766854,1.0284860844504962,0.05416507221700287,20.0,80.0,54.666666666666664,28.000000000000004,48.0,47.53,,no_data,0,-0.067229788702729,0.2412597783215642,53.0,99.94575045207957,50.0,67.13,Eastmoney:hot_rank_score(99.9) | qlib:qlib_factor_score(47.5) | qlib:momentum_20d(30.0) | Eastmoney:rank_change(0.0) | qlib:volume_ratio_20d(-22.0)
603466,SH603466,风语筑,424,-2.0,44.0,2231.0,2026-07-10 21:02:00,5530.0,ok,2026-07-11T18:23:44,文化艺术业,文化艺术业,,,,0,True,科技,软件AI与信创,AI应用,科技>软件AI与信创>AI应用,软件AI与信创,AI应用,AI视频,ths,2026-07-11T18:23:53,11.6,0.02383053839364524,-0.00257953568357705,0.07109879963065557,0.0780168207797034,1.0518623500732749,0.04690075642837012,50.0,42.66666666666667,70.0,31.333333333333336,72.0,50.1,,no_data,0,0.021061808119034353,0.1053364865753641,58.5,92.35081374321881,50.0,65.96,Eastmoney:hot_rank_score(92.4) | qlib:qlib_factor_score(50.1) | Eastmoney:rank_change(-2.0) | qlib:momentum_20d(-7.3) | qlib:volume_ratio_20d(-18.7)
000988,SZ000988,华工科技,56,0.0,-20.0,2538.0,2026-07-10 20:58:00,5530.0,ok,2026-07-11T18:23:44,计算机、通信和其他电子设备制造业,计算机、通信和其他电子设备制造业,C 制造业,3D打印;业绩预降;分拆上市;华为概念;武汉规划;汽车电子;物联网;特斯拉;金融参股;钙钛矿;高压快充;高校背景,3D打印,12,True,科技,半导体与先进封装,先进封装,科技>半导体与先进封装>先进封装,半导体与先进封装;光通信与高速互联;软件AI与信创;AI终端与消费电子;机器人与智能汽车;电子制造与通信设备,先进封装;铜缆高速连接;芯片/半导体;AI应用;信创与数据要素;消费电子;智能汽车;其他电子通信,先进封装;铜缆高速连接;第三代半导体;存储芯片;AI智能体;数据要素;苹果概念;华为汽车;汽车电子;industry_fallback,ths,2026-07-11T18:23:53,158.07,-0.005849056603773661,0.026761935693407013,0.052046589018302836,-0.035567527661768295,1.017252147018456,0.05321817174266161,62.0,40.0,34.0,26.0,52.0,43.9,,no_data,0,-0.04471248386984017,0.23879025143643617,54.25,99.00542495479205,50.0,65.87,Eastmoney:hot_rank_score(99.0) | qlib:qlib_factor_score(43.9) | Eastmoney:rank_change(0.0) | qlib:momentum_20d(-10.0) | qlib:volume_ratio_20d(-24.0)
