code,market_symbol,name,rank,rank_change,his_rank_change,his_rank_change_rank,calc_time,market_all_count,rank_status,collected_at,industry_boards,primary_industry,exchange_industry,concept_boards,primary_concept,concept_count,is_tech,board_l1,board_l2,board_l3,board_path,all_tech_l2,all_tech_l3,tech_source_boards,classification_reason,classified_at
002185,SZ002185,华天科技,1,0.0,0.0,2430.0,2026-07-10 20:58:00,5530.0,ok,2026-07-11T18:23:44,计算机、通信和其他电子设备制造业,计算机、通信和其他电子设备制造业,C 制造业,华为海思;土地流转;触摸屏;陕甘宁,华为海思,4,True,科技,半导体与先进封装,芯片/半导体,科技>半导体与先进封装>芯片/半导体,半导体与先进封装;机器人与智能汽车;电子制造与通信设备,芯片/半导体;智能汽车;其他电子通信,第三代半导体;华为海思概念股;汽车芯片;industry_fallback,ths,2026-07-11T18:23:53
603986,SH603986,兆易创新,2,0.0,0.0,2430.0,2026-07-10 21:02:00,5530.0,ok,2026-07-11T18:23:44,计算机、通信和其他电子设备制造业,计算机、通信和其他电子设备制造业,,无线耳机,无线耳机,1,True,科技,半导体与先进封装,芯片/半导体,科技>半导体与先进封装>芯片/半导体,半导体与先进封装;机器人与智能汽车;电子制造与通信设备,芯片/半导体;机器人;智能汽车;其他电子通信,MCU芯片;存储芯片;人形机器人;汽车电子;汽车芯片;industry_fallback,ths,2026-07-11T18:23:53
600584,SH600584,长电科技,3,0.0,0.0,2438.0,2026-07-10 20:58:00,5530.0,ok,2026-07-11T18:23:44,计算机、通信和其他电子设备制造业,计算机、通信和其他电子设备制造业,,华为海思;智能穿戴;电子支付;绿色照明;触摸屏,华为海思,5,True,科技,电子制造与通信设备,其他电子通信,科技>电子制造与通信设备>其他电子通信,电子制造与通信设备,其他电子通信,industry_fallback,industry_fallback,2026-07-11T18:23:53
000725,SZ000725,京东方Ａ,4,0.0,0.0,2423.0,2026-07-10 20:58:00,5530.0,ok,2026-07-11T18:23:44,计算机、通信和其他电子设备制造业,计算机、通信和其他电子设备制造业,C 制造业,含B股;融资融券,含B股,2,True,科技,AI终端与消费电子,AI终端,科技>AI终端与消费电子>AI终端,AI终端与消费电子;电子制造与通信设备,AI终端;其他电子通信,AI PC;industry_fallback,ths,2026-07-11T18:23:53
000938,SZ000938,紫光股份,5,0.0,6.0,2401.0,2026-07-10 20:58:00,5530.0,ok,2026-07-11T18:23:44,计算机、通信和其他电子设备制造业,计算机、通信和其他电子设备制造业,C 制造业,3D打印;分拆上市;智能机器;机器人概念;高校背景,3D打印,5,True,科技,AI算力与数据中心,算力基础设施,科技>AI算力与数据中心>算力基础设施,AI算力与数据中心;电子制造与通信设备,算力基础设施;其他电子通信,英伟达概念;industry_fallback,ths,2026-07-11T18:23:53
600118,SH600118,中国卫星,6,0.0,161.0,1840.0,2026-07-10 20:58:00,5530.0,ok,2026-07-11T18:23:44,计算机、通信和其他电子设备制造业,计算机、通信和其他电子设备制造业,,QFII重仓;军工航天;军民融合;卫星导航;国防军工;大飞机;央企50;整体上市;融资融券,QFII重仓,9,True,科技,电子制造与通信设备,其他电子通信,科技>电子制造与通信设备>其他电子通信,电子制造与通信设备,其他电子通信,industry_fallback,industry_fallback,2026-07-11T18:23:53
000977,SZ000977,浪潮信息,7,0.0,0.0,2424.0,2026-07-10 20:58:00,5530.0,ok,2026-07-11T18:23:44,计算机、通信和其他电子设备制造业,计算机、通信和其他电子设备制造业,C 制造业,军工航天;国产软件;国防军工,军工航天,3,True,科技,AI算力与数据中心,算力基础设施,科技>AI算力与数据中心>算力基础设施,AI算力与数据中心;电子制造与通信设备,算力基础设施;其他电子通信,英伟达概念;industry_fallback,ths,2026-07-11T18:23:53
000021,SZ000021,深科技,8,0.0,-2.0,2448.0,2026-07-10 20:58:00,5530.0,ok,2026-07-11T18:23:44,计算机、通信和其他电子设备制造业,计算机、通信和其他电子设备制造业,C 制造业,分拆上市;华为概念;参股金融;智能电网;深圳本地;融资融券;金融参股,分拆上市,7,True,科技,电子制造与通信设备,其他电子通信,科技>电子制造与通信设备>其他电子通信,电子制造与通信设备,其他电子通信,industry_fallback,industry_fallback,2026-07-11T18:23:53
600879,SH600879,XD航天电,9,0.0,236.0,1647.0,2026-07-10 20:58:00,5530.0,ok,2026-07-11T18:23:44,,,,军工航天;军民融合;券商重仓;卫星导航;国防军工;央企50;整体上市;武汉规划;物联网,军工航天,9,False,未分类,,,未分类,,,,non_tech_primary_industry,2026-07-11T18:23:53
600667,SH600667,太极实业,10,0.0,-5.0,2461.0,2026-07-10 20:58:00,5530.0,ok,2026-07-11T18:23:44,土木工程建筑业,土木工程建筑业,,业绩预降;融资融券;重组概念,业绩预降,3,True,科技,半导体与先进封装,先进封装,科技>半导体与先进封装>先进封装,半导体与先进封装,先进封装;芯片/半导体,先进封装;存储芯片;芯片概念,ths,2026-07-11T18:23:53
300065,SZ300065,海兰信,11,0.0,473.0,1172.0,2026-07-10 20:58:00,5530.0,ok,2026-07-11T18:23:44,计算机、通信和其他电子设备制造业,计算机、通信和其他电子设备制造业,C 制造业,专精特新;军工航天;军民融合;海工装备,专精特新,4,True,科技,电子制造与通信设备,其他电子通信,科技>电子制造与通信设备>其他电子通信,电子制造与通信设备,其他电子通信,industry_fallback,industry_fallback,2026-07-11T18:23:53
301583,SZ301583,N托伦斯,12,0.0,0.0,2428.0,2026-07-10 20:58:00,5530.0,ok,2026-07-11T18:23:44,,,,,,0,False,未分类,,,未分类,,,,non_tech_primary_industry,2026-07-11T18:23:53
002202,SZ002202,金风科技,13,0.0,173.0,1803.0,2026-07-10 20:58:00,5530.0,ok,2026-07-11T18:23:44,通用设备制造业,通用设备制造业,C 制造业,业绩预升;低碳经济;含H股;新能源;社保重仓;苹果概念;融资融券;风电;风能;风能概念,业绩预升,10,False,通用设备制造业,,,通用设备制造业,,,,non_tech_primary_industry,2026-07-11T18:23:53
002342,SZ002342,巨力索具,14,0.0,295.0,1508.0,2026-07-10 20:58:00,5530.0,ok,2026-07-11T18:23:44,金属制品业,金属制品业,C 制造业,QFII重仓;京津冀;军工航天;军民融合;国防军工;海工装备;白酒概念;雄安新区,QFII重仓,8,False,金属制品业,,,金属制品业,,,,non_tech_primary_industry,2026-07-11T18:23:53
300308,SZ300308,中际旭创,15,0.0,25.0,2313.0,2026-07-10 20:58:00,5530.0,ok,2026-07-11T18:23:44,计算机、通信和其他电子设备制造业,计算机、通信和其他电子设备制造业,C 制造业,黄河三角,黄河三角,1,True,科技,光通信与高速互联,光模块/CPO,科技>光通信与高速互联>光模块/CPO,光通信与高速互联;AI算力与数据中心;机器人与智能汽车;电子制造与通信设备,光模块/CPO;液冷温控;算力基础设施;智能汽车;其他电子通信,共封装光学(CPO);液冷服务器;数据中心(AIDC);无人驾驶;汽车电子;industry_fallback,ths,2026-07-11T18:23:53
000547,SZ000547,航天发展,16,0.0,356.0,1380.0,2026-07-10 20:58:00,5530.0,ok,2026-07-11T18:23:44,计算机、通信和其他电子设备制造业,计算机、通信和其他电子设备制造业,C 制造业,军工航天;军民融合;国防军工;海峡西岸;涉矿概念;金融参股,军工航天,6,True,科技,软件AI与信创,信创与数据要素,科技>软件AI与信创>信创与数据要素,软件AI与信创;电子制造与通信设备,信创与数据要素;其他电子通信,华为欧拉;industry_fallback,ths,2026-07-11T18:23:53
600206,SH600206,有研新材,17,0.0,-8.0,2474.0,2026-07-10 20:58:00,5530.0,ok,2026-07-11T18:23:44,有色金属冶炼和压延加工业,有色金属冶炼和压延加工业,,光伏;新能源,光伏,2,True,科技,光通信与高速互联,光模块/CPO,科技>光通信与高速互联>光模块/CPO,光通信与高速互联;半导体与先进封装;AI终端与消费电子,光模块/CPO;先进封装;芯片/半导体;消费电子,光纤概念;先进封装;存储芯片;华为概念,ths,2026-07-11T18:23:53
601698,SH601698,中国卫通,18,0.0,356.0,1379.0,2026-07-10 20:58:00,5530.0,ok,2026-07-11T18:23:44,电信、广播电视和卫星传输服务,电信、广播电视和卫星传输服务,,,,0,False,电信、广播电视和卫星传输服务,,,电信、广播电视和卫星传输服务,,,,non_tech_primary_industry,2026-07-11T18:23:53
002361,SZ002361,神剑股份,19,0.0,447.0,1207.0,2026-07-10 20:58:00,5530.0,ok,2026-07-11T18:23:44,化学原料和化学制品制造业;金属制品、机械和设备修理业,化学原料和化学制品制造业,C 制造业,3D打印;军工航天;军民融合;国防军工;民营银行;皖江区域,3D打印,6,False,化学原料和化学制品制造业,,,化学原料和化学制品制造业,,,,non_tech_primary_industry,2026-07-11T18:23:53
002354,SZ002354,天娱数科,20,0.0,113.0,1972.0,2026-07-10 20:58:00,5530.0,ok,2026-07-11T18:23:44,互联网和相关服务;家具制造业,互联网和相关服务,I 信息技术,网络游戏,网络游戏,1,True,科技,AI算力与数据中心,算力基础设施,科技>AI算力与数据中心>算力基础设施,AI算力与数据中心;半导体与先进封装;软件AI与信创;机器人与智能汽车,算力基础设施;芯片/半导体;AI应用;信创与数据要素;机器人;软件信息服务,算力租赁;东数西算(算力);芯片概念;AI语料;多模态AI;AI视频;AI应用;人工智能;AI智能体;信创;机器人概念;数据要素;人形机器人;industry_fallback,ths,2026-07-11T18:23:53
002414,SZ002414,高德红外,21,0.0,11.0,2373.0,2026-07-10 20:58:00,5530.0,ok,2026-07-11T18:23:44,计算机、通信和其他电子设备制造业,计算机、通信和其他电子设备制造业,C 制造业,军工航天;军民融合;国防军工;武汉规划,军工航天,4,True,科技,电子制造与通信设备,其他电子通信,科技>电子制造与通信设备>其他电子通信,电子制造与通信设备,其他电子通信,industry_fallback,industry_fallback,2026-07-11T18:23:53
300059,SZ300059,东方财富,22,0.0,4.0,2411.0,2026-07-10 20:58:00,5530.0,ok,2026-07-11T18:23:44,资本市场服务,资本市场服务,J 金融业,互联金融;博彩概念;参股金融;股权激励;重组概念,互联金融,5,False,资本市场服务,,,资本市场服务,,,,non_tech_primary_industry,2026-07-11T18:23:53
600410,SH600410,华胜天成,23,0.0,489.0,1146.0,2026-07-10 20:58:00,5530.0,ok,2026-07-11T18:23:44,软件和信息技术服务业,软件和信息技术服务业,,国产软件;股权激励,国产软件,2,True,科技,软件AI与信创,信创与数据要素,科技>软件AI与信创>信创与数据要素,软件AI与信创,信创与数据要素;软件信息服务,华为鲲鹏;industry_fallback,ths,2026-07-11T18:23:53
603019,SH603019,中科曙光,24,0.0,22.0,2323.0,2026-07-10 20:58:00,5530.0,ok,2026-07-11T18:23:44,计算机、通信和其他电子设备制造业,计算机、通信和其他电子设备制造业,,军工航天;国防军工,军工航天,2,True,科技,AI算力与数据中心,算力基础设施,科技>AI算力与数据中心>算力基础设施,AI算力与数据中心;软件AI与信创;电子制造与通信设备,算力基础设施;AI应用;信创与数据要素;其他电子通信,算力租赁;智谱AI;网络安全;industry_fallback,ths,2026-07-11T18:23:53
002384,SZ002384,东山精密,25,0.0,-15.0,2511.0,2026-07-10 20:58:00,5530.0,ok,2026-07-11T18:23:44,计算机、通信和其他电子设备制造业,计算机、通信和其他电子设备制造业,C 制造业,光伏概念;华为概念;小米概念;特斯拉;绿色照明,光伏概念,5,True,科技,PCB与电子制造,PCB,科技>PCB与电子制造>PCB,PCB与电子制造;光通信与高速互联;AI算力与数据中心;AI终端与消费电子;机器人与智能汽车;电子制造与通信设备,PCB;光模块/CPO;算力基础设施;AI终端;机器人;消费电子;其他电子通信,共封装光学(CPO);PCB概念;光纤概念;数据中心(AIDC);AI手机;人形机器人;消费电子概念;苹果概念;industry_fallback,ths,2026-07-11T18:23:53
002156,SZ002156,通富微电,26,0.0,-18.0,2528.0,2026-07-10 20:58:00,5530.0,ok,2026-07-11T18:23:44,计算机、通信和其他电子设备制造业,计算机、通信和其他电子设备制造业,C 制造业,业绩预升;华为海思;无线耳机;沿海发展;特斯拉;电子支付;触摸屏,业绩预升,7,True,科技,半导体与先进封装,芯片/半导体,科技>半导体与先进封装>芯片/半导体,半导体与先进封装;AI终端与消费电子;电子制造与通信设备,芯片/半导体;AI终端;其他电子通信,华为海思概念股;AI PC;industry_fallback,ths,2026-07-11T18:23:53
002747,SZ002747,埃斯顿,27,0.0,0.0,2426.0,2026-07-10 20:58:00,5530.0,ok,2026-07-11T18:23:44,仪器仪表制造业,仪器仪表制造业,C 制造业,专精特新;国防军工,专精特新,2,True,科技,机器人与智能汽车,机器人,科技>机器人与智能汽车>机器人,机器人与智能汽车,机器人,人形机器人;机器人概念,ths,2026-07-11T18:23:53
002115,SZ002115,三维通信,28,0.0,154.0,1867.0,2026-07-10 20:58:00,5530.0,ok,2026-07-11T18:23:44,商务服务业,商务服务业,L 商务服务,5G概念;业绩预降,5G概念,2,False,商务服务业,,,商务服务业,,,,non_tech_primary_industry,2026-07-11T18:23:53
002131,SZ002131,利欧股份,29,0.0,246.0,1625.0,2026-07-10 20:58:00,5530.0,ok,2026-07-11T18:23:44,互联网和相关服务,互联网和相关服务,L 商务服务,水利建设;重组概念;金融改革,水利建设,3,True,科技,软件AI与信创,软件信息服务,科技>软件AI与信创>软件信息服务,软件AI与信创,软件信息服务,industry_fallback,industry_fallback,2026-07-11T18:23:53
002407,SZ002407,多氟多,30,0.0,4.0,2408.0,2026-07-10 20:58:00,5530.0,ok,2026-07-11T18:23:44,化学原料和化学制品制造业;金属制品、机械和设备修理业,化学原料和化学制品制造业,C 制造业,业绩预降;电解液;股权激励;节能环保;锂电池,业绩预降,5,False,化学原料和化学制品制造业,,,化学原料和化学制品制造业,,,,non_tech_primary_industry,2026-07-11T18:23:53
600172,SH600172,黄河旋风,31,0.0,2.0,2418.0,2026-07-10 20:58:00,5530.0,ok,2026-07-11T18:23:44,非金属矿物制品业,非金属矿物制品业,,QFII重仓;国防军工;页岩气,QFII重仓,3,True,科技,半导体与先进封装,芯片/半导体,科技>半导体与先进封装>芯片/半导体,半导体与先进封装,芯片/半导体,第三代半导体,ths,2026-07-11T18:23:53
600487,SH600487,亨通光电,32,0.0,-3.0,2449.0,2026-07-10 20:58:00,5530.0,ok,2026-07-11T18:23:44,电气机械和器材制造业,电气机械和器材制造业,,5G概念;业绩预降;华为概念;参股金融;宽带提速;金融参股;风电,5G概念,7,True,科技,机器人与智能汽车,智能汽车,科技>机器人与智能汽车>智能汽车,机器人与智能汽车,智能汽车,小米汽车,ths,2026-07-11T18:23:53
000063,SZ000063,中兴通讯,33,0.0,-21.0,2546.0,2026-07-10 20:58:00,5530.0,ok,2026-07-11T18:23:44,计算机、通信和其他电子设备制造业,计算机、通信和其他电子设备制造业,C 制造业,5G概念;保险重仓;信托重仓;分拆上市;含H股;基金重仓;宽带提速;智能穿戴;深圳本地;股权激励;融资融券;金融参股,5G概念,12,True,科技,光通信与高速互联,光模块/CPO,科技>光通信与高速互联>光模块/CPO,光通信与高速互联;AI终端与消费电子;电子制造与通信设备,光模块/CPO;AI终端;其他电子通信,光纤概念;AI手机;industry_fallback,ths,2026-07-11T18:23:53
600745,SH600745,*ST闻泰,34,0.0,76.0,2109.0,2026-07-10 20:58:00,5530.0,ok,2026-07-11T18:23:44,计算机、通信和其他电子设备制造业,计算机、通信和其他电子设备制造业,,涉矿概念;重组概念,涉矿概念,2,True,科技,AI终端与消费电子,AI终端,科技>AI终端与消费电子>AI终端,AI终端与消费电子;电子制造与通信设备,AI终端;其他电子通信,AI手机;industry_fallback,ths,2026-07-11T18:23:53
300058,SZ300058,蓝色光标,35,0.0,159.0,1848.0,2026-07-10 20:58:00,5530.0,ok,2026-07-11T18:23:44,商务服务业,商务服务业,L 商务服务,股权激励,股权激励,1,True,科技,软件AI与信创,AI应用,科技>软件AI与信创>AI应用,软件AI与信创,AI应用,智谱AI,ths,2026-07-11T18:23:53
688523,SH688523,航天环宇,35,0.0,2078.0,129.0,2026-07-10 21:02:00,5530.0,ok,2026-07-11T18:23:44,,,,,,0,False,未分类,,,未分类,,,,non_tech_primary_industry,2026-07-11T18:23:53
600522,SH600522,中天科技,37,0.0,-15.0,2515.0,2026-07-10 20:58:00,5530.0,ok,2026-07-11T18:23:44,电气机械和器材制造业,电气机械和器材制造业,,5G概念;光伏;券商重仓;宽带提速;沿海发展;海工装备;超导概念;锂电池;风电,5G概念,9,True,科技,光通信与高速互联,光模块/CPO,科技>光通信与高速互联>光模块/CPO,光通信与高速互联;软件AI与信创,光模块/CPO;铜缆高速连接;信创与数据要素,光纤概念;铜缆高速连接;数据要素,ths,2026-07-11T18:23:53
601138,SH601138,工业富联,38,0.0,-24.0,2570.0,2026-07-10 20:58:00,5530.0,ok,2026-07-11T18:23:44,计算机、通信和其他电子设备制造业,计算机、通信和其他电子设备制造业,,,,0,True,科技,AI算力与数据中心,算力服务器,科技>AI算力与数据中心>算力服务器,AI算力与数据中心;光通信与高速互联;软件AI与信创;机器人与智能汽车;AI终端与消费电子;电子制造与通信设备,算力服务器;光模块/CPO;液冷温控;算力基础设施;AI应用;机器人;消费电子;其他电子通信,人工锚点:工业富联;共封装光学(CPO);液冷服务器;数据中心(AIDC);英伟达概念;算力租赁;东数西算(算力);人工智能;机器人概念;苹果概念;industry_fallback,manual,2026-07-11T18:23:53
300475,SZ300475,香农芯创,39,0.0,74.0,2122.0,2026-07-10 20:58:00,5530.0,ok,2026-07-11T18:23:44,批发业,批发业,F 批发零售,,,0,True,科技,半导体与先进封装,芯片/半导体,科技>半导体与先进封装>芯片/半导体,半导体与先进封装,芯片/半导体,存储芯片,ths,2026-07-11T18:23:53
600360,SH600360,华微电子,40,0.0,27.0,2302.0,2026-07-10 20:58:00,5530.0,ok,2026-07-11T18:23:44,计算机、通信和其他电子设备制造业,计算机、通信和其他电子设备制造业,,业绩预升;低碳经济;军民融合;图们江;朝鲜改革;绿色照明;触摸屏;金融参股,业绩预升,8,True,科技,机器人与智能汽车,智能汽车,科技>机器人与智能汽车>智能汽车,机器人与智能汽车;电子制造与通信设备,智能汽车;其他电子通信,汽车芯片;industry_fallback,ths,2026-07-11T18:23:53
600519,SH600519,贵州茅台,41,0.0,12.0,2365.0,2026-07-10 20:58:00,5530.0,ok,2026-07-11T18:23:44,酒、饮料和精制茶制造业,酒、饮料和精制茶制造业,,QFII重仓;保险重仓;基金重仓;奢侈品;白酒概念;融资融券,QFII重仓,6,False,酒、饮料和精制茶制造业,,,酒、饮料和精制茶制造业,,,,non_tech_primary_industry,2026-07-11T18:23:53
001270,SZ001270,铖昌科技,42,0.0,163.0,1836.0,2026-07-10 20:58:00,5530.0,ok,2026-07-11T18:23:44,软件和信息技术服务业,软件和信息技术服务业,C 制造业,专精特新,专精特新,1,True,科技,半导体与先进封装,芯片/半导体,科技>半导体与先进封装>芯片/半导体,半导体与先进封装;软件AI与信创,芯片/半导体;软件信息服务,第三代半导体;industry_fallback,ths,2026-07-11T18:23:53
603137,SH603137,恒尚节能,43,0.0,4.0,2409.0,2026-07-10 20:58:00,5530.0,ok,2026-07-11T18:23:44,,,,,,0,False,未分类,,,未分类,,,,non_tech_primary_industry,2026-07-11T18:23:53
603127,SH603127,昭衍新药,44,0.0,590.0,1016.0,2026-07-10 20:58:00,5530.0,ok,2026-07-11T18:23:44,研究和试验发展,研究和试验发展,,CRO概念;CXO概念;专精特新;创新药,CRO概念,4,False,研究和试验发展,,,研究和试验发展,,,,non_tech_primary_industry,2026-07-11T18:23:53
600343,SH600343,航天动力,45,0.0,435.0,1228.0,2026-07-10 20:58:00,5530.0,ok,2026-07-11T18:23:44,,,,军工航天;军民融合;国防军工;大飞机;陕甘宁,军工航天,5,False,未分类,,,未分类,,,,non_tech_primary_industry,2026-07-11T18:23:53
600396,SH600396,华电辽能,46,0.0,202.0,1719.0,2026-07-10 20:58:00,5530.0,ok,2026-07-11T18:23:44,电力、热力生产和供应业,电力、热力生产和供应业,,低碳经济;振兴沈阳;新能源;重组概念;风电;风能;风能概念,低碳经济,7,False,电力、热力生产和供应业,,,电力、热力生产和供应业,,,,non_tech_primary_industry,2026-07-11T18:23:53
300750,SZ300750,宁德时代,47,0.0,122.0,1954.0,2026-07-10 20:58:00,5530.0,ok,2026-07-11T18:23:44,电气机械和器材制造业,电气机械和器材制造业,C 制造业,固态电池;钠电池,固态电池,2,False,电气机械和器材制造业,,,电气机械和器材制造业,,,,non_tech_primary_industry,2026-07-11T18:23:53
001248,SZ001248,华润新能源,48,0.0,-23.0,2559.0,2026-07-10 20:58:00,5530.0,ok,2026-07-11T18:23:44,,,,,,0,False,未分类,,,未分类,,,,non_tech_primary_industry,2026-07-11T18:23:53
603538,SH603538,美诺华,48,0.0,255.0,1610.0,2026-07-10 21:02:00,5530.0,ok,2026-07-11T18:23:44,医药制造业,医药制造业,,,,0,False,医药制造业,,,医药制造业,,,,non_tech_primary_industry,2026-07-11T18:23:53
300102,SZ300102,乾照光电,50,0.0,664.0,911.0,2026-07-10 20:58:00,5530.0,ok,2026-07-11T18:23:44,计算机、通信和其他电子设备制造业,计算机、通信和其他电子设备制造业,C 制造业,光伏;光伏概念;卫星导航;海峡西岸;绿色照明,光伏,5,True,科技,电子制造与通信设备,其他电子通信,科技>电子制造与通信设备>其他电子通信,电子制造与通信设备,其他电子通信,industry_fallback,industry_fallback,2026-07-11T18:23:53
300255,SZ300255,常山药业,51,0.0,1026.0,549.0,2026-07-10 20:58:00,5530.0,ok,2026-07-11T18:23:44,医药制造业,医药制造业,C 制造业,创新药,创新药,1,False,医药制造业,,,医药制造业,,,,non_tech_primary_industry,2026-07-11T18:23:53
001208,SZ001208,华菱线缆,52,0.0,510.0,1120.0,2026-07-10 20:58:00,5530.0,ok,2026-07-11T18:23:44,,,,,,0,False,未分类,,,未分类,,,,non_tech_primary_industry,2026-07-11T18:23:53
003009,SZ003009,中天火箭,54,0.0,814.0,729.0,2026-07-10 20:58:00,5530.0,ok,2026-07-11T18:23:44,,C 制造业,C 制造业,专精特新;光伏,专精特新,2,False,C 制造业,,,C 制造业,,,,non_tech_primary_industry,2026-07-11T18:23:53
688146,SH688146,中船特气,54,-1.0,86.0,2074.0,2026-07-10 21:02:00,5530.0,ok,2026-07-11T18:23:44,计算机、通信和其他电子设备制造业,计算机、通信和其他电子设备制造业,,,,0,True,科技,半导体与先进封装,半导体设备材料,科技>半导体与先进封装>半导体设备材料,半导体与先进封装;电子制造与通信设备,半导体设备材料;其他电子通信,光刻机;industry_fallback,ths,2026-07-11T18:23:53
002829,SZ002829,星网宇达,55,0.0,72.0,2133.0,2026-07-10 20:58:00,5530.0,ok,2026-07-11T18:23:44,,,,,,0,False,未分类,,,未分类,,,,non_tech_primary_industry,2026-07-11T18:23:53
000988,SZ000988,华工科技,56,0.0,-20.0,2538.0,2026-07-10 20:58:00,5530.0,ok,2026-07-11T18:23:44,计算机、通信和其他电子设备制造业,计算机、通信和其他电子设备制造业,C 制造业,3D打印;业绩预降;分拆上市;华为概念;武汉规划;汽车电子;物联网;特斯拉;金融参股;钙钛矿;高压快充;高校背景,3D打印,12,True,科技,半导体与先进封装,先进封装,科技>半导体与先进封装>先进封装,半导体与先进封装;光通信与高速互联;软件AI与信创;AI终端与消费电子;机器人与智能汽车;电子制造与通信设备,先进封装;铜缆高速连接;芯片/半导体;AI应用;信创与数据要素;消费电子;智能汽车;其他电子通信,先进封装;铜缆高速连接;第三代半导体;存储芯片;AI智能体;数据要素;苹果概念;华为汽车;汽车电子;industry_fallback,ths,2026-07-11T18:23:53
002402,SZ002402,和而泰,57,0.0,679.0,883.0,2026-07-10 20:58:00,5530.0,ok,2026-07-11T18:23:44,计算机、通信和其他电子设备制造业,计算机、通信和其他电子设备制造业,C 制造业,国防军工;智能家居;物联网;绿色照明,国防军工,4,True,科技,半导体与先进封装,芯片/半导体,科技>半导体与先进封装>芯片/半导体,半导体与先进封装;电子制造与通信设备,芯片/半导体;其他电子通信,华为海思概念股;industry_fallback,ths,2026-07-11T18:23:53
000620,SZ000620,盈新发展,58,0.0,226.0,1666.0,2026-07-10 20:58:00,5530.0,ok,2026-07-11T18:23:44,房地产业,房地产业,K 房地产,业绩预升;参股金融;土地流转;民营银行,业绩预升,4,False,房地产业,,,房地产业,,,,non_tech_primary_industry,2026-07-11T18:23:53
000892,SZ000892,欢瑞世纪,59,0.0,40.0,2249.0,2026-07-10 20:58:00,5530.0,ok,2026-07-11T18:23:44,,,,,,0,False,未分类,,,未分类,,,,non_tech_primary_industry,2026-07-11T18:23:53
002281,SZ002281,光迅科技,60,0.0,-45.0,2677.0,2026-07-10 20:58:00,5530.0,ok,2026-07-11T18:23:44,计算机、通信和其他电子设备制造业,计算机、通信和其他电子设备制造业,C 制造业,5G概念;华为概念;宽带提速;武汉规划;股权激励,5G概念,5,True,科技,光通信与高速互联,光模块/CPO,科技>光通信与高速互联>光模块/CPO,光通信与高速互联;AI算力与数据中心;半导体与先进封装;AI终端与消费电子;电子制造与通信设备,光模块/CPO;液冷温控;算力基础设施;芯片/半导体;消费电子;其他电子通信,共封装光学(CPO);光纤概念;液冷服务器;数据中心(AIDC);东数西算(算力);芯片概念;华为概念;industry_fallback,ths,2026-07-11T18:23:53
000066,SZ000066,中国长城,61,0.0,-10.0,2485.0,2026-07-10 20:58:00,5530.0,ok,2026-07-11T18:23:44,计算机、通信和其他电子设备制造业,计算机、通信和其他电子设备制造业,C 制造业,光伏;光伏概念;军民融合;深圳本地;钠电池,光伏,5,True,科技,AI终端与消费电子,AI终端,科技>AI终端与消费电子>AI终端,AI终端与消费电子;电子制造与通信设备,AI终端;其他电子通信,AI PC;industry_fallback,ths,2026-07-11T18:23:53
002192,SZ002192,融捷股份,62,0.0,174.0,1800.0,2026-07-10 20:58:00,5530.0,ok,2026-07-11T18:23:44,有色金属矿采选业;金属制品、机械和设备修理业,有色金属矿采选业,B 采矿业,涉矿概念;稀缺资源;锂电池;锂矿,涉矿概念,4,False,有色金属矿采选业,,,有色金属矿采选业,,,,non_tech_primary_industry,2026-07-11T18:23:53
000636,SZ000636,风华高科,63,0.0,-6.0,2464.0,2026-07-10 20:58:00,5530.0,ok,2026-07-11T18:23:44,计算机、通信和其他电子设备制造业,计算机、通信和其他电子设备制造业,C 制造业,触摸屏;锂电池,触摸屏,2,True,科技,电子制造与通信设备,其他电子通信,科技>电子制造与通信设备>其他电子通信,电子制造与通信设备,其他电子通信,industry_fallback,industry_fallback,2026-07-11T18:23:53
002317,SZ002317,众生药业,64,0.0,408.0,1271.0,2026-07-10 20:58:00,5530.0,ok,2026-07-11T18:23:44,医药制造业,医药制造业,C 制造业,创新药;重组概念,创新药,2,False,医药制造业,,,医药制造业,,,,non_tech_primary_industry,2026-07-11T18:23:53
002709,SZ002709,天赐材料,65,0.0,-48.0,2693.0,2026-07-10 20:58:00,5530.0,ok,2026-07-11T18:23:44,计算机、通信和其他电子设备制造业;金属制品、机械和设备修理业,计算机、通信和其他电子设备制造业,C 制造业,固态电池;电解液;锂电池,固态电池,3,True,科技,电子制造与通信设备,其他电子通信,科技>电子制造与通信设备>其他电子通信,电子制造与通信设备,其他电子通信,industry_fallback,industry_fallback,2026-07-11T18:23:53
000901,SZ000901,航天科技,66,0.0,1445.0,312.0,2026-07-10 20:58:00,5530.0,ok,2026-07-11T18:23:44,汽车制造业,汽车制造业,C 制造业,军工航天;军民融合;国防军工;大飞机;汽车电子;物联网,军工航天,6,False,汽车制造业,,,汽车制造业,,,,non_tech_primary_industry,2026-07-11T18:23:53
002409,SZ002409,雅克科技,67,0.0,-54.0,2725.0,2026-07-10 20:58:00,5530.0,ok,2026-07-11T18:23:44,化学原料和化学制品制造业;金属制品、机械和设备修理业,化学原料和化学制品制造业,C 制造业,聚氨酯,聚氨酯,1,True,科技,半导体与先进封装,半导体设备材料,科技>半导体与先进封装>半导体设备材料,半导体与先进封装,半导体设备材料,光刻胶,ths,2026-07-11T18:23:53
